id;text;dish_id
1026;***Шаг 1:***Подготовить ингредиенты.***Шаг 2:***Чернослив вымыть, обсушить и нарезать маленькими кусочками.***Шаг 3:***Яблоки вымыть, обсушить. С каждого фрукта срезать крышечки. Аккуратно удалить семена и часть мякоти, стараясь  не повредить дно и стенки яблок.***Шаг 4:***Начинить яблоки черносливом.***Шаг 5:***Сверху залить в каждое яблоко по 1 ст. л. меда.***Шаг 6:***Накрыть фрукты срезанными верхушками и переложить в форму для запекания.Поставить яблоки в разогретую до 180°С духовку на 25 минут. Затем духовку выключить и оставить в ней еще на 15-20 минут.;777
1030;***Шаг 1:***Как сделать салат из вяленых помидоров? Подготовьте ингредиенты по списку. Вяленые помидоры можете взять покупные или домашние, это не критично. Лук рекомендую взять салатный, красный. Сыр выбирайте любой, на свой вкус, у меня это пармезан. Оливки вполне можно заменить маслинами, взять не зеленые, а черные.***Шаг 2:***Оливки выньте из рассола и обсушите. Разрежьте каждую оливку пополам.Рукколу вымойте и обсушите.Вяленые томаты выньте из масла и тоже обсушите.***Шаг 3:***Пармезан или любой другой твердый сыр нарежьте тонкими лепестками. Я делала это с помощью ножа для чистки рыбы. Если не хотите нарезать сыр кусочками, можете натереть его на терке.***Шаг 4:***Луковицу очистите и нарежьте соломкой. Рукколу тоже нарежьте или нарвите руками на более мелкие кусочки. Вяленые помидоры можете добавить целиком или нарезать их.***Шаг 5:***В подходящем салатнике соедините нарезанные рукколу, оливки, вяленые помидоры и лук.***Шаг 6:***Подготовьте продукты для соуса-заправки. Вместо бальзамического уксуса можете взять любой столовый. Или полностью заменить уксус лимонным соком. Вместо оливкового масла можете использовать любое другое растительное. Если не хотите добавлять в салат сахар, замените его чем-то или уберите совсем.***Шаг 7:***В миске соедините бальзамический уксус, лимонный сок, оливковое масло, соль и сахар.***Шаг 8:***Хорошо перемешайте соус.***Шаг 9:***Полейте салат приготовленным соусом-заправкой.***Шаг 10:***Хорошо перемешайте все ингредиенты, равномерно распределяя заправку.***Шаг 11:***Переложите салат на сервировочное блюдо. Сверху посыпьте его пластинками пармезана.;778
1033;***Шаг 1:***Как сделать простой и полезный салат из дайкона, моркови и яблок? Первым делом подготовьте все необходимые ингредиенты. Количество любого из компонентов можно увеличить или уменьшить по собственному желанию. Непременно, вкус готового салата во многом зависит и от того, яблоки какого сорта вы используете. Если у вас кисло-сладкие сорта, то лимонный сок используйте по минимуму.***Шаг 2:***Овощи очистите от кожуры. Ополосните редьку, морковь, зелень и яблоки под проточной водой, обсушите бумажными салфетками, чтобы удалить капельки оставшейся воды.***Шаг 3:***Натрите японскую редьку на крупной тёрке, отправьте в глубокую миску.***Шаг 4:***Морковь так же измельчите и добавьте к редьке.***Шаг 5:***Яблоки можно предварительно очистить от кожуры, я предпочитаю оставлять кожицу, так как в ней содержится много витаминов. Натрите яблоко на тёрке, отправьте к остальным компонентам и сразу сбрызните соком свежевыжатого лимона. Лимон не даст яблоку потемнеть и таким образом салат будет выглядеть аппетитнее.***Шаг 6:***Полейте салат растительным или оливковым маслом, посолите по вкусу, если требуется и добавьте щепотку душистого или чёрного молотого перца.***Шаг 7:***Перемешайте готовый салат, попробуйте хватает ли соли, кислинки и масла, добавьте недостающий компонент, если требуется. Украсьте салат свежей нарезанной зеленью. Отлично подойдут укроп, петрушка или перья зелёного лука. Я добавляю так же несколько перьев красного салатного лука, он украшает готовое блюдо и хорошо гармонирует с дайконом, морковью и яблоками.***Шаг 8:***Салат можно натереть на тёрке для приготовления корейской моркови и вместо свежей зелени использовать травы из заморозки.;779
1035;***Шаг 1:***Как сделать безглютеновые кексы? Подготовьте продукты. Кукурузную муку берите самого мелкого помола. Сухофрукты подойдут любые - финики, чернослив, курага. Я взяла изюм. 200 граммов побоялась положить, подумала, что слишком много. Думаю, хватит и 150-ти. Сок старайтесь взять без сахара. А яблоко - крупное.***Шаг 2:***Сухофрукты хорошенько промойте под проточной водой. Откиньте на сито, чтобы стекла вода. Положите сухофрукты в миску. Залейте их кипятком и оставьте на 10 минут для размягчения. Затем воду слейте и порежьте их на небольшие кусочки. Так как у меня изюм, я не резала.***Шаг 3:***Яблоко нарежьте на четвертинки, удалите серединку с семенами. Натрите яблоко на мелкой терке.***Шаг 4:***Залейте получившееся яблочное пюре соком, перемешайте.***Шаг 5:***Возьмите большую миску. Просейте в нее оба вида муки и крахмал. Добавьте соду. Хорошенько перемешайте все сухие ингредиенты.***Шаг 6:***Добавьте к ним яблочное пюре с соком, растительное масло и сухофрукты.***Шаг 7:***Хорошенько перемешайте все составляющие до состояния однородного теста. Если оно покажется вам немного суховатым - долейте немного сока. Тесто должно получиться мягким, но не жидким.***Шаг 8:***Возьмите форму для выпечки кексов. У меня это силикон, но подойдет любая. Я всегда пеку кексы в бумажных формочках. Так легче вынимать их после выпечки из формы, и сама форма не пачкается. Вложите в углубления для кексов бумажные вкладыши. Разложите в них тесто. Заполнять можно на весь объем, так как кексы не вырастут при выпечке.***Шаг 9:***Пеките безглютеновые кексы в духовке при температуре 180°С 30 минут. Они слегка зазолотятся сверху. Готовые кексы остудите и подавайте к столу.;781
1037;***Шаг 1:***Необходимые продукты. Замороженная клюква за кадром - в морозилке. Предполагала использовать только сушёную, но она оказалась очень сладкой, поэтому в процессе потребовалась и свежая.***Шаг 2:***Все сухофрукты замочить в горячей воде минут на 8. Затем хорошо промыть под проточной водой в дуршлаге, дать воде стечь и обсушить на хлопковом полотенце. Изюм перебрать, удалить хвостики.***Шаг 3:***Орехи измельчить в блендере, но чтобы оставались крупные кусочки или порубить ножом. Семечки оставить целыми. Предварительно орехи и семечки тоже промыть, обсушить на полотенце и дополнительно подсушить на сухой сковороде.***Шаг 4:***Орехи и семечки пересыпать в глубокую чашу, перемешать.***Шаг 5:***Туда же на мясорубке прокрутить финики, лимон, свежую клюкву и 1/3 часть изюма. Хорошо перемешать.***Шаг 6:***Все остальные сухофрукты порезать ножом на мелкие кусочки, оставляя и более крупные. Хорошо перемешивать после каждого добавления нарезки.***Шаг 7:***Два больших листа пергамента тонко смазать рафинированным подсолнечным маслом. На один лист выложить фруктово - ореховую смесь, разравнивая ложкой. Накрыть вторым листом пергамента и легонько раскатать скалкой в ровный пласт, толщиной около 1 см. Снять пергамент и подровнять края. У меня получился пласт 26 х 31 см. /Даже если пергамент качественный, смажьте его обязательно. Это даст батончику глянец и он легко снимется с бумаги/.***Шаг 8:***Переместите пергамент на противень и поставьте в разогретую духовку t 180' на 10 минут, затем температуру поставить 60'. Противень достать, аккуратно разрезать пласт на батончики, вернуть в духовку на 2 часа. Потом аккуратно перевернуть батончики и сушить их ещё примерно 2 часа. Можно оставить на противне до хорошей просушки ещё на сутки в комнате. Затем снять, упаковать в пергамент. Хранить в прохладном месте. Получилось 24 батончика.;782
1041;***Шаг 1:***Как сделать овсяноблин? Подготовьте необходимые ингредиенты. Овсяные хлопья можете брать любого помола: геркулес или экстра. Если берете геркулес, то дополнительно придется взбивать массу блендером.***Шаг 2:***Семена льна измельчите в кофемолке.***Шаг 3:***В глубокую миску всыпьте овсяные хлопья, молотые семена льна.***Шаг 4:***Влейте воду и всыпьте тростниковый сахар. Если будете подавать овсяноблин с соленой начинкой, тростниковый сахар совсем не добавляйте, либо добавьте только щепотку.***Шаг 5:***Залейте содержимое миски водой, чтобы она покрывала хлопья, но не выше, чем на 0.5 см. Все тщательно перемешайте. У меня после перемешивания оказалось, что воды маловато, поэтому я добавила еще чуть-чуть. Воды не должно быть слишком много, но достаточно, чтобы овсянка разбухла, но при этом не собралась комом. Оставьте набухать на 10-15 минут.После набухания масса должна быть вязкой, но текучей.***Шаг 6:***Если вы используете хлопья крупного помола, то слегка измельчите массу погружным блендером, но не до однородности. Если хлопья мелкого помола, как у меня, то блендер не нужен. Добавьте смесь соды и лимонной кислоты и хорошо перемешайте. Масса начнет шипеть и слегка пениться.***Шаг 7:***Сковороду немного смажьте растительным маслом и разогрейте на небольшом огне. Выложите половину овсяно-льняной смеси и разровняйте лопаткой, формируя тонкий ровный круглый блинчик. Выпекайте овсяноблин до полного испарения влаги. Снизу блинчик должен быть хорошо поджарен. Выпекать блины лучше на антипригарной сковороде, чтобы блинчики к ней не прилипли.***Шаг 8:***Затем переверните на другую сторону и жарьте до готовности.Переложите готовый блинчик на тарелку, сковороду снова смажьте маслом и обжарьте второй блинчик.***Шаг 9:***Подавать овсяноблин можете с разными начинками, сладкими или солеными. Я подавала с  творожным кремом и фруктами. Приятного аппетита!;789
1044;***Шаг 1:***Как сделать ПП оладьи? Подготовьте указанные продукты. Возьмите спелые бананы. Благодаря этому, готовые оладьи будут иметь насыщенный вкус и будут сладковатыми. Яйца я беру С0 категории. В оладьи сахар не добавляется, по своему вкусу можно добавить сахар (сахарозаменитель), ваниль, корицу. Подготовьте сковороду с антипригарным покрытием.***Шаг 2:***Банан помойте и осушите полотенцем. Снимите шкурку и порежьте - можно порезать кружочками, кубиками. Возьмите глубокую миску для теста и выложите в неё нарезанный банан.***Шаг 3:***Чистые яйца разбейте и добавьте в миску к бананам. Возьмите погружной или обычный блендер.***Шаг 4:***Измельчите и смешайте между собой банан и яйца. Масса должна получиться воздушной и однородной.***Шаг 5:***Добавьте нужное количество рисовой муки и перемешайте венчиком.Тесто на оладьи получается густым, по консистенции как сметана.***Шаг 6:***Разогрейте сковороду, убавьте огонь до среднего. Ложкой выкладывайте тесто на сковороду и обжаривайте их сначала с одной стороны, затем переверните и обжарьте с другой до румяного цвета. Для обжаривания будет достаточно минуты-полторы.Если сковорода без антипригарного покрытия, можно слегка смазать её растительным маслом.***Шаг 7:***Готовые оладьи можно подавать сразу. К таким оладьям можно предложить джем, сметану, сгущённое молоко. Также к ним можно предложить чашку кофе, чая или молока.;792
1046;***Шаг 1:***Приготовим ингредиенты для цимеса по списку. По желанию к составу продуктов для этого блюда можно добавить больше специй, например, соль, корицу или перец. Кому какой вкус больше по душе.***Шаг 2:***Курагу, чернослив и изюм тщательно промываем под проточной водой. Кладем их в миску и заливаем горячей водой, оставляем на 15 минут, чтобы сухофрукты разбухли. Воду сливаем, сухофрукты еще раз промываем.***Шаг 3:***Морковь для этого блюда нужно брать сочную и свежую, сладких сортов. Морковь моем, чистим и нарезаем на кружочки.***Шаг 4:***На сковороду (сковороду лучше брать чугунную или толстым дном) наливаем оливковое масло, ставим ее на огонь. Кладем кружочки моркови на оливковое масло, обжариваем ее до румяности с обеих сторон на среднем огне.***Шаг 5:***Добавляем к моркови мед, перемешиваем лопаткой, даем моркови закарамелизироваться, соус на сковороде должен стать тягучим. Но вкус блюда также можно изменить используя тот или иной сорт меда (цветочный, липовый, гречишный и т.д.)***Шаг 6:***Отправляем на сковороду к моркови приготовленные курагу, чернослив и изюм, добавляем небольшое количество воды, чтобы содержимое тушилось в жидкости. Перемешиваем и тушим на среднем огне до готовности моркови и испарения жидкости. В этот же момент добавляем специи по вкусу, корицу.***Шаг 7:***Блюдо готово. Выкладываем цимес в тарелку и подаем к столу, на завтрак с чаем или на обед как десерт, удобно его взять с собой на работу на маленький перекус. Цимес состоит из вкусных, полезных и питательных продуктов. Приятного аппетита!;795
1049;***Шаг 1:***Как сделать батончик гранола? Сухофрукты и орехи могут быть на ваш вкус, усмотрение и желание, можно добавить семечки подсолнечника и т.п. Количество меда и масла указано приблизительно, возможно потребуется чуть больше или меньше.***Шаг 2:***Смешиваем овсяные хлопья (они не должны быть быстрого приготовления, обычная овсянка) и ваши сухофрукты/орехи/семечки/кокосовая стружка и т.д. и т.п. всё что нравится вам и вашим домашним, с пропорциями так же можно варьировать)***Шаг 3:***Наливаем масло в мисочку и ставим на плиту***Шаг 4:***Добавляем мёд***Шаг 5:***И греем эту смесь до однородности,но не кипятим!***Шаг 6:***Вливаем жидкость в смесь из овсянки и сухофруктов и перемешиваем, если масса рассыпчатая, то лучше добавить ещё мёда и масла, что бы после духовки она была батончиком, а не кашей.***Шаг 7:***Форму застилаем пекарской бумагой и выкладываем вашу гранолу в форму (главное не менее 2 см. в толщину,иначе раскрошиться,и не толще 4 см. т.к. не пропечётся)***Шаг 8:***Вытаскиваем первый раз через 30 минут и кладём в пекарской бумаге на противень (уже без формы) и ещё минут 15-20 пропекаем до золотистого цвета,после того как вытащили нарезаем на кусочки! Печем при 180СПриятного аппетита!;797
1057;"***Шаг 1:***Как сделать чернослив в шоколаде? Чернослив промойте, залейте на 5 минут горячей водой, затем снова промойте и просушите на бумажных полотенцах. Не оставляйте чернослив надолго в горячей воде, иначе он превратится в кашу и из него невозможно будет сформировать конфеты. Грецкие орехи промойте и также просушите на бумажных полотенцах.***Шаг 2:***Если у Вас цельный и крупный чернослив, внутрь которого можно вставить кусочек грецкого орешка, начините его орехами. Если же у Вас, как и у меня чернослив не крупный, сделайте из него ""фарш"" для конфет, для этого измельчите его в блендере.***Шаг 3:***Из ""фарша"" сформируйте небольшой овал, (при необходимости смачивайте руки водой) как на фото, сделайте в нем углубление и вставьте в него орешек, защипните сверху.***Шаг 4:***Таким образом сформируйте все конфеты, у меня из указанного количества ингридиентов получилось 12 штук. Отправьте конфеты в холодильник (холодные конфеты легче будет покрыть глазурью).***Шаг 5:***Для того чтобы приготовить глазурь поломайте шоколад на дольки, поместите в керамическую миску, пригодную для разогрева в микроволновке, и отправьте в микроволновку. Выберите режим ""разморозка"" и задайте время 20 секунд.***Шаг 6:***Достаньте миску из микроволновки и перемешайте шоколад , затем снова отправьте в микроволновку на 20 секунд  и перемешайте, и так до тех пор, пока шоколад полностью не растворится. Если глазурь получается слишком густой можете добавить к ней столовую ложку сливочного масла и перемешать.***Шаг 7:***Конфеты достаньте из холодильника и выложите на решётку,  под низ поставьте блюдо или большую тарелку, чтобы на них стекали излишки глазури, которые можно будет потом собрать и использовать для оладушек, блинчиков, панкейков и тд.***Шаг 8:***Полейте каждую конфету глазурью, распределяйте её равномерно, я делала это чайной ложкой. В таком виде отправьте конфеты в холодильник до застывания глазури. Вот и все вкусные и натуральные домашние конфеты готовы, приятного аппетита!";798
1059;***Шаг 1:***Спелые и сладкие бананы очищаем от кожуры, нарезаем кружочками и отправляем на несколько часов в морозилку, бананы должны замёрзнуть.***Шаг 2:***Клубнику нужно порезать и тоже заморозить.***Шаг 3:***Замороженные бананы и клубнику отправляем в чашу блендера и добавляем молоко.***Шаг 4:***С помощью блендера превращаем к кремоорбразную массу.***Шаг 5:***Массу перекладываем в емкость для заморозки, это может быть судок, контейнер, миска, специальные формочки.***Шаг 6:***Контейнер вынимаем из морозилки примерно раз в пол часа и перемешиваем. Так повторяем несколько раз.;799
1065;***Шаг 1:***Для приготовления такого салата первым делом необходимо подготовить стебли сельдерея. Отделить их от основной розетки овоща и тщательно вымыть под проточной водой. Внутри желобка стебля часто есть песок. Отрезать от толстой части каждого стебля по три сантиметра. Эта часть не понадобится.***Шаг 2:***Необходимо обновить срезы и на противоположной стороне стеблей сельдерея. По желанию можно освободить стебли от жёстких продольных нитей, утопленных в самую мякоть. На срезе они выглядят как  Но мне они никогда не мешают.***Шаг 3:***Нашинковать сельдерей на кусочки средней толщины. Переложить в миску. За счёт такой нарезки сельдерея салат будет особенно хрустящим.***Шаг 4:***Грецкие орехи очистить от скорлупы и нарезать на кусочки средней величины. Можно сделать нарезку и помельче, но мне нравится, чтобы структура ореха была отчётливо видна в салате.***Шаг 5:***В соуснике смешать оливковое масло и лимонный сок. Добавить зернистую горчицу. Я её очень люблю, поэтому всегда добавляю побольше. Вы ориентируйтесь на свой вкус.***Шаг 6:***Яблоко вымыть и нашинковать кубиком. Переложить все подготовленные ингредиенты в миску, посолить по вкусу и заправить соусом. Перед подачей украсить салат свежей зеленью и зёрнами граната.;802
1069;***Шаг 1:***Подготовить продукты по рецепту. Лимон ошпарить кипятком, обтереть салфеткой. Натереть цедру на мелкой терке.выложить ее в посуду для приготовления заправки.***Шаг 2:***Добавить мед нейтрального вкуса.***Шаг 3:***Ввести сметану, перемешать массу. Оставить на 5 - 7 минут. Даже загустевший мед растворится. Заправка готова.***Шаг 4:***Айву промыть,обтереть от пушка на кожуре, натереть на самой мелкой терке. Корень фенхеля очистить от кожуры, измельчить аналогично. Выдавить сок лимона, перемешать смесь.***Шаг 5:***Морковь промыть, обтереть, очистить. Натереть овощ на средней терке, смешать с подготовленными компонентами.***Шаг 6:***Мандарин очистить от кожуры, удалить косточки. Разделить фрукт на дольки, каждую дольку нарезать небольшими кусочками. Выложить мандарины к моркови. Заправить салат, перемешать и выложить на тарелку рыхлой горкой.Орехи очистить от скорлупы и перегородок. Половину орехов измельчить в ступке, посыпать сверху на блюдо. Кунжут подсушить на сухой сковороде и добавить к салату.;804
1077;***Шаг 1:***Ингредиенты.***Шаг 2:***Клубнику очищаем от чашелистиков, моем, обсушиваем и нарезаем толстыми пластинками. Киви очищаем, нарезаем полукольцами.***Шаг 3:***Листья салата моем, обсушиваем, мелко нарезаем.***Шаг 4:***Смешиваем ингредиенты для заправки.***Шаг 5:***Клубнику, киви, листья салата соединяем, поливаем заправкой и очень аккуратно перемешиваем.***Шаг 6:***Десертный салат сразу же подаем, посыпав сверху семенами кунжута.;805
1079;***Шаг 1:***Ингредиенты.***Шаг 2:***Очищенный банан нарезаем произвольно и помещаем в морозилку на 3 часа.***Шаг 3:***Ягоды моем, обсушиваем. 50 гр. жимолости помещаем в блендер вместе с замороженным бананом и пюрируем.***Шаг 4:***Десерт подавать сразу, украсив целыми ягодами.;807
1085;***Шаг 1:***Подготовить ингредиенты.Листья салата вымыть, обсушить. Крупные листья порвать руками.***Шаг 2:***Клубнику вымыть, обсушить, срезать хвостики. Ягоды разрезать на 4 части.Виноград вымыть, обсушить. Ягоды разрезать пополам, удалить косточки.***Шаг 3:***Заправка. Соединить бальзамический соус с оливковым маслом. Слегка взбить.***Шаг 4:***В салатнике смешать виноград, клубнику, фисташки и листья салата.***Шаг 5:***Полить салат заправкой.***Шаг 6:***Перемешать и сразу подать к столу.;814
1091;***Шаг 1:***Подготовить ингредиенты.Шарики моцареллы вынуть из рассола и обсушить. Рукколу вымыть и обсушить. Крупные листочки разрезать пополам.***Шаг 2:***Заправка. Бальзамический соус смешать с оливковым маслом и перемешать.***Шаг 3:***Клубнику вымыть, обсушить и удалить хвостики. Крупные ягодя разрезать на 4 части, средние - пополам.***Шаг 4:***На блюдо выложить листья рукколы. Сверху разложить шарики моцареллы и ягоды клубники.***Шаг 5:***Посыпать салат белым кунжутом.Если есть кедровые орехи, можно заменить ими кунжут.***Шаг 6:***Сверху полить салат оливково-бальзамическим соусом, потом жидким медом (если мед засахарившийся - предварительно его растопить) и клубничным сиропом.;815
1098;***Шаг 1:***Ингредиенты.***Шаг 2:***Сухофрукты хорошо моем, если необходимо, замачиваем в воде до мягкости. Вместе с орехами измельчаем в блендере до однородного состояния.***Шаг 3:***Из полученной смеси формируем небольшие шарики и обваливаем в кокосовой стружке.***Шаг 4:***Готовые конфетки охлаждаем и наслаждаемся десертом!Приятного аппетита!;820
1116;***Шаг 1:***Нарезать крупный банан полукольцами.***Шаг 2:***Нектарины нарезать кубиками по 0,5 см. Яблоки очистить от кожуры и косточек и нарезать так же.***Шаг 3:***Добавть мёд и хорошо перемешать.***Шаг 4:***Посыпать корицей и снова перемешать. Можно оставить настояться на 10 минут.;823
1119;***Шаг 1:***Смешать творог, кефир, сметану, мёд, банан и хорошо взбить всё блендером.***Шаг 2:***Должна получиться гладкая блестящая масса без зёрен и комочков.***Шаг 3:***Приготовить 7-9 пластиковых стаканчиков (в зависимости от их объема). Заполнить их творожной массой.***Шаг 4:***Накрыть каждый стаканчик фольгой и закрепить по краям. Дополнительно запаковать каждый стаканчик в целлофановый пакет (для надежности, чтобы фольга случайно не отлетела). Отправить десерт в морозильную камеру. Вынуть из морозилки и переставить в холодильник за несколько часов до употребления, чтобы десерт успел разморозиться. Конечно, можно отведать такой десерт и сразу без заморозки. Приятного аппетита!;830
1127;***Шаг 1:***Ингредиенты. Свеклу очистить от кожуры. Яблоки помыть, очистить от сердцевины. Грецкие орехи очистить от скорлупы и перегородок.***Шаг 2:***Свеклу натереть на терке.***Шаг 3:***Яблоки нарезать соломкой.***Шаг 4:***Смешать в чашке свеклу и яблоки. Выдавить сок половины лимона. Чтобы больше выдавить сока, нужно предварительно подержать лимон в теплой воде.***Шаг 5:***Выдавить в салат сок половины апельсина. Можно использовать сок 1 апельсина.***Шаг 6:***Грецкие орехи мелко порубить ножом, добавить в салат. Хорошо перемешать салат.***Шаг 7:***Подавайте салат порционно, можно украсить салат дольками яблок и грецкого ореха.***Шаг 8:***Витаминный салат готов! Приятного всем аппетита!;836
1135;***Шаг 1:***Ингредиенты.***Шаг 2:***Очистить апельсины.***Шаг 3:***Измельчить грецкие орехи.***Шаг 4:***Добавить корицу,***Шаг 5:***мед,***Шаг 6:***перемешать.***Шаг 7:***Выложить смесь на апельсины.***Шаг 8:***Запечь.***Шаг 9:***Приятного аппетита!;841
1142;***Шаг 1******Шаг 2******Шаг 3******Шаг 4******Шаг 5******Шаг 6******Шаг 7***;847
1144;***Шаг 1:***Варим свеклу.***Шаг 2:***Натираем ее на терке.***Шаг 3:***Измельчаем орехи, чернослив, фининки.***Шаг 4:***Смешиваем со свеклой вместе с изюмом.***Шаг 5:***Добавляем лимонный сок.***Шаг 6:***И мед. Все перемешиваем.***Шаг 7:***Десертный салат готов!;864
1148;***Шаг 1******Шаг 2******Шаг 3******Шаг 4******Шаг 5***;868
1160;***Шаг 1******Шаг 2******Шаг 3******Шаг 4******Шаг 5******Шаг 6******Шаг 7***;872
1162;***Шаг 1******Шаг 2******Шаг 3******Шаг 4******Шаг 5******Шаг 6******Шаг 7***;879
1164;***Шаг 1******Шаг 2******Шаг 3******Шаг 4******Шаг 5***;885
1172;***Шаг 1:***Ингредиенты, забыла зафотить перец, сории***Шаг 2:***Чистим наши два банана***Шаг 3:***Тонко режим***Шаг 4:***В миске перемешиваем бананы с перцем солью и маслом***Шаг 5:***Выкладываем на противень и ставим в духовку на время которое зависит от температуры и на сколько поджаристыми вы хотите видеть чипсы. Желательно хотябы один раз перевернуть чипсы во время приготовления;886
1174;***Шаг 1:***Бананы очистить, разломать на несколько частей и положить в глубокую миску. С помощью вилки размять бананы в пюре (также можно использовать погружной или обычный блендер или толкушку для пюре).***Шаг 2:***К бананам добавить яйца и щепотку соли.***Шаг 3:***Все хорошенько перемешать.***Шаг 4:***Добавить муку.***Шаг 5:***Перемешать до однородности.***Шаг 6:***Сковородку разогреть на слабом огне (используйте антипригарную сковороду). С помощью силиконовой кисточки смазываем сковороду растительным маслом.***Шаг 7:***Зачерпываем наше тесто половником и выливаем смесь на сковороду.***Шаг 8:***Распределяем тесто по сковороде, чтобы получился большой блин (он не должен быть тонким).***Шаг 9:***Готовим панкейк одну минуту и затем переворачиваем его.***Шаг 10:***Готовим еще одну минуту с другой стороны и выкладываем готовый панкейк на тарлку. Повторяем те же действия до тех пор, пока не закончится тесто.***Шаг 11:***Готовые панкейки можно подавать с медом, вареньем, джемом, сгущеным молоком или шоколадным сиропом, украсить ягодами или фруктами и наслаждаться здоровым, сытным и главное вкусным завтраком! :) Приятного аппетита!;887
1176;***Шаг 1:***Распаковываем масло и сразу кладём его в чистую кастрюлю. Можно даже не резать на более мелкие части - всё равно растопится. Кастрюлю можно использовать любую. Я брал с толстым дном. Топите масло некоторое время на среднем огне, переворачивая, чтобы таяло медленно, не шипело и не становилось коричневым.Подготовьте чистую стеклянную банку для масла гхи.***Шаг 2:***Через 5-10 минут от начала готовки. Масло почти полностью растопилось. Когда масло растает, прибавьте огня и доведите до кипения.***Шаг 3:***Через 25-30 минут от начала готовки. Когда поверхность покроется пузырьками пены, осторожно помешайте и отрегулируйте огонь до очень слабого.Происходит отделение фракций: наверх всплывают белковые фракции в виде белой пенки, вниз оседают трансжиры (их я покажу на предпоследнем фото).***Шаг 4:***Через час от начала готовки. Мы видим отделяющуюся лёгкую фракцию сливочного масла. Уже можно собирать эту пенку (белок) в ёмкость. Его можно добавить в кашу или съесть прямо сейчас - он очень вкусный.***Шаг 5:***Через час от начала готовки. Это я снял весь образовавшийся белок.***Шаг 6:***Через 90 минут от начала готовки. Видим что всплыл оставший белок. Это последний - больше не будет. Снимаем его и оставляем так.***Шаг 7:***Через 115 минут от начала готовки. Масло гхи готово. Вот какое оно прозрачное. На дне мы видим транжиры. Выключаем огонь/нагрев и даём маслу немного остыть (минут 5-15) на плите. Затем в подготовленную банку, через марлю, медленно сливаем из кастрюли готовое масло гхи. Меденно для того, чтобы банка не треснула от разности температур.***Шаг 8:***Вот что содержится в сливочном масле и от чего мы оно окисляется - трансжиры - рваные молекулы полинасыщенных кислот. Это есть нельзя, даже если покажется вкусным.***Шаг 9:***Неправда ли оно похоже на жидкое золото? А аромат в процессе готовки такой что его хочется сразу попробовать.Через неплодолжительное время масло затвердеет и превратится в жёлтую крупку.;888
